5266 	7258 	14631 	565 	29
5266 	7298 	8626 	498 	18
5267 	7263 	13992 	544 	28
5267 	7297 	25729 	569 	51
5268 	7271 	13545 	542 	27
5268 	7307 	17516 	519 	35
5269 	7278 	13634 	543 	27
5270 	7285 	13002 	536 	26
5271 	7291 	14127 	548 	28
5272 	7299 	12345 	527 	25
5273 	7305 	13572 	541 	27
5274 	7312 	13492 	542 	27
5275 	7318 	13602 	541 	27
5276 	7325 	21614 	535 	43
5277 	7332 	21196 	564 	41
5278 	7336 	17304 	612 	33
5279 	7342 	18544 	580 	36
5280 	7347 	18516 	562 	36
5281 	7359 	14206 	563 	28
5282 	4900 	23513 	634 	44
5282 	7364 	15108 	552 	30
5283 	4900 	59454 	868 	85
5283 	7372 	14406 	549 	28
5284 	4951 	74468 	834 	113
5284 	7380 	13036 	531 	26
5285 	5033 	67458 	791 	106
5285 	7387 	12596 	541 	25
5286 	5087 	102159 	827 	160
5286 	7392 	13911 	537 	28
5287 	5166 	89849 	809 	145
5287 	5323 	8601 	464 	19
5287 	7399 	13551 	541 	27
5288 	4788 	9288 	509 	19
5288 	5205 	11514 	548 	23
5288 	5248 	72471 	829 	120
5288 	5413 	11291 	539 	23
5288 	7406 	12908 	531 	26
5289 	4787 	11083 	545 	22
5289 	5315 	74019 	755 	118
5289 	7413 	13153 	542 	26
5290 	5328 	10966 	526 	22
5290 	5378 	69649 	784 	111
5290 	7419 	13090 	541 	26
5291 	5319 	11797 	516 	24
5291 	5408 	11487 	530 	23
5291 	5432 	64280 	671 	111
5291 	7426 	12877 	535 	26
5292 	5320 	8353 	508 	17
5292 	5491 	73586 	750 	122
5292 	7432 	13036 	541 	26
5293 	5557 	66610 	730 	109
5293 	7438 	13613 	549 	27
5294 	5631 	48357 	820 	74
5294 	7019 	18487 	613 	35
5294 	7445 	13673 	552 	27
5295 	5656 	59947 	769 	96
5295 	5784 	8667 	509 	18
5295 	7017 	17402 	679 	32
5295 	7452 	12928 	532 	26
5296 	5705 	74267 	778 	117
5296 	5839 	15493 	452 	35
5296 	5881 	7084 	448 	16
5296 	7014 	16852 	645 	32
5296 	7457 	13693 	524 	28
5297 	5758 	91584 	791 	138
5297 	5920 	8059 	451 	18
5297 	5956 	7635 	453 	17
5297 	5986 	11178 	453 	25
5297 	6012 	11812 	536 	24
5297 	6053 	8053 	450 	18
5297 	7012 	15323 	637 	29
5297 	7464 	13348 	535 	27
5298 	5772 	12109 	544 	24
5298 	5821 	91856 	883 	142
5298 	6005 	13212 	591 	26
5298 	6288 	8105 	455 	18
5298 	7007 	16696 	636 	32
5298 	7469 	14852 	546 	30
5299 	5875 	108278 	797 	164
5299 	6286 	9523 	460 	21
5299 	6312 	8200 	459 	18
5299 	7004 	16730 	632 	32
5299 	7477 	14023 	543 	28
5300 	5954 	51498 	721 	87
5300 	7000 	16596 	627 	32
5300 	7483 	13854 	545 	28
5301 	6997 	17100 	650 	32
5301 	7490 	13446 	531 	27
5302 	6994 	17054 	654 	32
5302 	7497 	12873 	529 	26
5303 	6990 	17649 	664 	33
5303 	7503 	12881 	531 	26
5304 	6987 	17101 	659 	32
5304 	7510 	12936 	537 	26
5305 	6983 	17050 	650 	32
5305 	7517 	12364 	525 	25
5306 	6980 	16310 	655 	31
5306 	7523 	11552 	511 	24
5307 	6976 	17110 	666 	32
5307 	7530 	12357 	521 	25
5308 	6972 	17211 	676 	32
5308 	7535 	14109 	559 	28
5309 	6969 	18205 	682 	34
5309 	7541 	15020 	559 	30
5310 	6966 	16505 	660 	31
5310 	7548 	14446 	551 	29
5311 	6962 	17085 	657 	32
5311 	7555 	14138 	563 	28
5312 	6958 	17433 	661 	32
5312 	7562 	14447 	568 	28
5313 	6954 	18350 	687 	33
5313 	7568 	14624 	571 	28
5314 	6950 	19163 	712 	34
5314 	7575 	15137 	574 	29
5315 	6947 	18626 	696 	33
5315 	7581 	15831 	586 	30
5316 	6942 	18664 	683 	34
5316 	7587 	14951 	574 	29
5317 	6938 	19014 	701 	34
5317 	7594 	13819 	549 	27
5318 	6933 	20286 	748 	35
5318 	7602 	12821 	544 	25
5319 	6929 	20070 	736 	35
5319 	7607 	13300 	544 	26
5320 	6926 	18413 	688 	33
5320 	7613 	13395 	549 	26
5321 	6920 	19723 	692 	35
5321 	7619 	14130 	566 	27
5322 	6914 	20782 	721 	37
5322 	7625 	13087 	541 	26
5323 	6912 	20444 	771 	35
5323 	7631 	13347 	555 	26
5324 	6909 	19313 	733 	34
5324 	7637 	13839 	556 	27
5325 	6906 	19546 	753 	34
5325 	7643 	14323 	547 	28
5326 	6902 	19778 	728 	35
5326 	7649 	13736 	550 	27
5329 	6888 	19945 	691 	36
5329 	7667 	15591 	586 	30
5330 	6887 	18715 	738 	33
5330 	7671 	15997 	562 	31
5331 	6884 	18724 	721 	33
5331 	7682 	13342 	549 	26
5332 	6880 	18702 	714 	33
5332 	7688 	13484 	560 	26
5333 	6877 	18095 	714 	32
5333 	7693 	14543 	565 	28
5334 	6872 	19156 	707 	34
5334 	7699 	14448 	557 	28
5335 	6869 	18491 	716 	33
5335 	7706 	13213 	541 	26
5336 	6865 	18372 	694 	33
5336 	7713 	13320 	548 	26
5337 	6861 	18033 	681 	33
5337 	7720 	12094 	533 	24
5338 	6858 	17649 	689 	32
5338 	7726 	13117 	535 	26
5339 	6854 	17172 	669 	32
5339 	7731 	13948 	543 	28
5340 	6850 	17400 	670 	32
5340 	7736 	14292 	557 	28
5341 	6846 	17989 	674 	33
5341 	7744 	13656 	544 	27
5342 	6843 	17374 	678 	32
5342 	7749 	14159 	542 	28
5343 	6840 	16947 	672 	31
5343 	7755 	14997 	570 	29
5344 	6835 	17784 	659 	33
5344 	7759 	16362 	561 	32
5345 	6831 	17776 	673 	33
5345 	7768 	14663 	554 	29
5346 	6828 	17998 	682 	33
5346 	7775 	14732 	557 	29
5347 	6825 	17231 	666 	32
5347 	7780 	17170 	666 	32
5348 	6822 	16520 	667 	31
5348 	7781 	19122 	643 	36
5349 	6818 	16732 	660 	31
5349 	7794 	14733 	561 	29
5350 	6814 	17255 	664 	32
5351 	6810 	17478 	655 	33
5352 	6807 	18275 	700 	33
5353 	6803 	18033 	684 	33
5354 	6799 	17461 	670 	32
5355 	6795 	18055 	681 	33
5356 	6792 	18152 	745 	32
5357 	6787 	24591 	644 	45
5358 	6784 	26302 	611 	50
5359 	6781 	15706 	604 	30
5360 	6778 	15809 	619 	30
5361 	6774 	15751 	625 	30
5362 	6769 	16777 	628 	32
5363 	6764 	20247 	746 	36
5364 	6762 	23560 	838 	40
5365 	6760 	25476 	839 	43
5366 	6757 	28340 	776 	51
5367 	6755 	18204 	697 	33
5367 	6791 	9882 	522 	20
5368 	6752 	16483 	639 	31
5368 	6792 	10789 	522 	22
5369 	6749 	17369 	679 	32
5369 	6794 	10836 	521 	22
5370 	6746 	17860 	660 	33
5370 	6796 	9876 	513 	20
5371 	6743 	15957 	619 	30
5371 	6798 	7996 	515 	16
5372 	6741 	14943 	600 	29
5372 	6798 	9216 	501 	19
5373 	6738 	14495 	601 	28
5373 	6800 	8271 	501 	17
5374 	6734 	15841 	615 	30
5374 	6799 	9949 	515 	20
5375 	6731 	15569 	610 	30
5375 	6799 	9755 	511 	20
5376 	6728 	15757 	615 	30
5376 	6799 	9909 	514 	20
5377 	6725 	15761 	626 	30
5377 	6800 	9281 	509 	19
5378 	6722 	15867 	622 	30
5378 	6801 	8436 	512 	17
5379 	6719 	15467 	598 	30
5379 	6801 	8244 	500 	17
5380 	6715 	16266 	605 	31
5380 	6800 	10393 	514 	21
5381 	6712 	16057 	640 	30
5381 	6801 	9920 	517 	20
5382 	6708 	16892 	633 	32
5382 	6800 	11906 	521 	24
5383 	6704 	17295 	628 	33
5383 	6803 	14831 	517 	30
5384 	6701 	20860 	684 	38
5384 	6813 	10879 	520 	22
5385 	6697 	23844 	653 	44
5386 	6694 	16176 	615 	31
5387 	6691 	16591 	620 	31
5388 	6687 	15906 	603 	31
5389 	6684 	15748 	612 	30
5390 	6681 	15508 	599 	30
5391 	6676 	16406 	610 	32
5392 	6674 	16344 	632 	31
5393 	6670 	16446 	629 	31
5394 	6665 	18664 	644 	35
5395 	6662 	20852 	644 	39
5396 	6659 	16934 	628 	32
5397 	6656 	16088 	611 	31
5398 	6653 	15548 	600 	30
5399 	6650 	15288 	582 	30
5400 	6646 	15262 	584 	30
5401 	6643 	15371 	584 	30
5402 	6638 	16154 	603 	31
5403 	6612 	28400 	644 	54
5404 	6615 	24571 	650 	47
5405 	6621 	19318 	606 	37
5406 	6621 	16754 	611 	32
5407 	6618 	16553 	600 	32
5408 	6615 	15520 	589 	30
5409 	6611 	15513 	592 	30
5410 	6607 	16173 	595 	31
5411 	6603 	18882 	604 	36
5412 	6600 	16725 	586 	32
5413 	6594 	16589 	600 	32
5414 	6590 	17858 	666 	33
5415 	6585 	18840 	658 	35
5416 	6581 	17196 	631 	33
5417 	6577 	17121 	609 	33
5418 	6573 	15513 	583 	30
5419 	6568 	16132 	597 	31
5420 	6564 	16695 	601 	32
5421 	6560 	16295 	607 	31
5422 	6556 	16206 	610 	31
5423 	6552 	16365 	609 	31
5424 	6549 	15740 	602 	30
5425 	6544 	16306 	606 	31
5426 	6540 	18055 	611 	34
5427 	6536 	21622 	608 	41
5428 	6532 	16252 	592 	31
5429 	6528 	15802 	603 	30
5430 	6523 	16011 	585 	31
5431 	6519 	16401 	605 	31
5432 	6515 	16089 	588 	31
5433 	6505 	18991 	610 	36
5434 	6502 	20628 	788 	36
5435 	6500 	20565 	747 	36
5436 	6497 	18675 	646 	35
5437 	6491 	21538 	687 	39
5438 	6487 	21405 	640 	39
5439 	6486 	16826 	604 	32
5440 	6480 	16722 	596 	32
5441 	6474 	18794 	664 	35
5442 	6472 	17520 	672 	33
5443 	6469 	15305 	576 	30
5444 	6465 	14580 	561 	29
5445 	3870 	11712 	558 	24
5445 	3914 	11735 	574 	24
5445 	6460 	14869 	554 	30
5446 	6456 	15074 	562 	30
5447 	6452 	14477 	556 	29
5448 	6448 	14772 	563 	29
5449 	6444 	14128 	558 	28
5450 	6439 	14587 	549 	29
5451 	6432 	17464 	624 	33
5452 	6428 	18272 	647 	34
5452 	6553 	14560 	541 	29
5453 	6423 	17450 	643 	33
5453 	6554 	12980 	552 	26
5454 	6417 	18450 	659 	34
5455 	3927 	11914 	559 	24
5455 	6410 	19214 	686 	35
5455 	6850 	11833 	523 	24
5456 	3886 	10596 	517 	22
5456 	3929 	10056 	511 	21
5456 	6408 	16809 	653 	32
5457 	3884 	15472 	696 	29
5457 	3920 	86097 	634 	153
5457 	6405 	13680 	528 	28
5458 	3766 	114517 	715 	197
5458 	6400 	13531 	557 	27
5458 	6847 	23817 	565 	46
5459 	3708 	54686 	676 	96
5459 	6402 	10423 	496 	22
5459 	6847 	23680 	682 	45
5460 	6087 	10940 	515 	23
5460 	6848 	17475 	606 	34
5461 	6085 	11094 	530 	23
5461 	6850 	14259 	520 	29
5462 	6085 	11208 	536 	23
5463 	6087 	10088 	510 	21
5464 	6086 	11699 	541 	24
5465 	6087 	11318 	546 	23
5466 	6088 	11754 	545 	24
5467 	3791 	9744 	504 	20
5467 	6088 	12552 	573 	25
5468 	3784 	12216 	518 	25
5468 	5526 	11215 	524 	23
5468 	6090 	11142 	519 	23
5469 	3783 	11418 	533 	23
5469 	6094 	9758 	514 	20
5470 	3782 	11161 	517 	23
5470 	6094 	10045 	507 	21
5471 	3781 	11330 	534 	23
5471 	6096 	10199 	521 	21
5472 	3780 	12157 	551 	24
5472 	6099 	9999 	531 	20
5473 	3780 	11444 	536 	23
5473 	6102 	9330 	510 	19
5474 	3779 	12534 	543 	25
5474 	6099 	11482 	547 	23
5475 	3779 	12093 	547 	24
5475 	6100 	11573 	562 	23
5476 	3779 	12001 	541 	24
5476 	6101 	10987 	554 	22
5477 	3778 	13863 	567 	27
5477 	6101 	13598 	619 	26
5478 	3778 	12529 	543 	25
5478 	6102 	11537 	561 	23
5479 	3779 	10984 	531 	22
5479 	6103 	11539 	551 	23
5480 	3778 	11494 	532 	23
5480 	6104 	11591 	555 	23
5481 	3777 	12187 	544 	24
5481 	6105 	11742 	565 	23
5482 	3777 	12136 	549 	24
5482 	6105 	12212 	576 	24
5483 	3777 	11629 	540 	23
5483 	6107 	11104 	547 	22
5484 	3776 	11360 	529 	23
5484 	6107 	11445 	555 	23
5485 	3776 	12132 	543 	24
5485 	6108 	11609 	557 	23
5486 	3775 	11794 	533 	24
5486 	6109 	11326 	542 	23
5487 	3775 	12046 	542 	24
5487 	6110 	11561 	552 	23
5488 	3773 	13172 	566 	26
5488 	6112 	10308 	517 	21
5489 	3772 	13791 	579 	27
5489 	6114 	10334 	522 	21
5490 	3774 	11550 	540 	23
5490 	6114 	10913 	532 	22
5491 	3774 	11251 	524 	23
5491 	6116 	10152 	512 	21
5492 	3774 	11205 	521 	23
5492 	6116 	10671 	519 	22
5493 	3773 	11762 	526 	24
5493 	6117 	11380 	546 	23
5494 	3773 	11177 	519 	23
5494 	6119 	9638 	510 	20
5495 	3773 	11420 	528 	23
5495 	6119 	11365 	533 	23
5496 	3772 	11587 	539 	23
5496 	6120 	11664 	559 	23
5497 	3772 	11364 	524 	23
5497 	6122 	10341 	522 	21
5498 	3772 	11980 	539 	24
5498 	6124 	9363 	517 	19
5499 	3771 	12521 	539 	25
5499 	6124 	10435 	531 	21
5500 	3771 	11328 	530 	23
5500 	6125 	9748 	514 	20
5501 	3771 	11195 	520 	23
5501 	6126 	10710 	524 	22
5502 	3771 	11276 	520 	23
5502 	6127 	9693 	511 	20
5503 	3771 	10276 	516 	21
5503 	6129 	9717 	515 	20
5504 	3770 	11675 	539 	23
5504 	6130 	10086 	530 	20
5505 	3770 	11367 	528 	23
5505 	6131 	10314 	524 	21
5506 	3769 	12329 	548 	24
5506 	6130 	11772 	555 	23
5507 	3768 	13327 	565 	26
5507 	6131 	11647 	554 	23
5508 	3768 	12695 	548 	25
5508 	6132 	11146 	551 	22
5509 	3768 	12089 	537 	24
5509 	6133 	11692 	563 	23
5510 	3768 	11655 	545 	23
5510 	6134 	11039 	540 	22
5511 	3767 	12057 	542 	24
5511 	6136 	10355 	519 	21
5512 	3766 	13251 	561 	26
5512 	6137 	9968 	526 	20
5513 	3765 	14049 	586 	27
5513 	6138 	11127 	545 	22
5514 	3764 	13701 	560 	27
5514 	6139 	10380 	521 	21
5515 	3765 	12747 	563 	25
5515 	6140 	10426 	525 	21
5516 	3765 	12201 	546 	24
5516 	6141 	10034 	532 	20
5517 	3765 	11685 	540 	23
5517 	6141 	11235 	555 	22
5518 	3764 	11569 	537 	23
5518 	6142 	11685 	568 	23
5519 	3764 	11532 	539 	23
5519 	6143 	12153 	559 	24
5520 	3764 	11411 	531 	23
5520 	6144 	13094 	553 	26
5521 	3763 	11460 	530 	23
5521 	6143 	15285 	644 	29
5522 	3762 	12154 	546 	24
5522 	6142 	14703 	609 	28
5523 	3761 	12590 	547 	25
5523 	6143 	18172 	584 	35
5524 	3761 	12651 	544 	25
5524 	6147 	17726 	623 	33
5525 	3761 	11916 	539 	24
5525 	6149 	11929 	554 	24
5526 	3760 	12644 	545 	25
5526 	6151 	10438 	524 	21
5527 	3760 	11409 	531 	23
5527 	6152 	10370 	529 	21
5528 	3759 	12019 	537 	24
5528 	6153 	10389 	523 	21
5529 	3758 	12667 	551 	25
5529 	6154 	9940 	524 	20
5530 	3758 	12069 	542 	24
5530 	6155 	10928 	529 	22
5531 	3757 	12088 	538 	24
5531 	6156 	10394 	524 	21
5532 	3757 	11992 	535 	24
5532 	6157 	10977 	538 	22
5533 	3757 	11735 	546 	23
5533 	6158 	10589 	535 	21
5534 	3756 	12111 	543 	24
5534 	6160 	10528 	539 	21
5535 	3755 	12219 	550 	24
5535 	6161 	9494 	525 	19
5536 	3754 	12549 	544 	25
5536 	6162 	9850 	520 	20
5537 	3755 	11462 	535 	23
5537 	6163 	9814 	514 	20
5538 	3754 	11676 	522 	24
5538 	6163 	10671 	526 	22
5539 	3754 	11282 	526 	23
5539 	6165 	9663 	509 	20
5540 	3753 	11707 	528 	24
5540 	6166 	9598 	509 	20
5541 	3753 	11534 	542 	23
5541 	6166 	10911 	533 	22
5542 	3752 	11694 	524 	24
5542 	6168 	9632 	511 	20
5543 	3752 	11459 	536 	23
5543 	6169 	10326 	521 	21
5544 	3751 	11756 	528 	24
5544 	6170 	9667 	511 	20
5545 	3751 	11551 	526 	24
5545 	6171 	9952 	506 	21
5546 	3750 	11662 	528 	24
5546 	6172 	9543 	504 	20
5547 	3750 	11295 	524 	23
5547 	6171 	11307 	539 	23
5548 	3750 	11076 	518 	23
5548 	6169 	12595 	518 	26
5549 	3749 	11455 	514 	24
5549 	6167 	13834 	508 	29
5550 	3749 	11164 	523 	23
5550 	6163 	16450 	518 	34
5551 	3747 	12287 	536 	25
5551 	6163 	17124 	529 	35
5552 	3747 	12672 	538 	26
5552 	6178 	9927 	503 	21
5553 	3745 	16210 	622 	31
5553 	6180 	9723 	512 	20
5555 	3745 	12852 	541 	26
5555 	6181 	10170 	512 	21
5557 	3745 	12406 	542 	25
5557 	6183 	9714 	510 	20
5558 	3743 	13426 	552 	27
5558 	6184 	10146 	512 	21
5559 	3742 	13565 	567 	27
5559 	6185 	10141 	511 	21
5560 	3743 	12700 	555 	25
5560 	6186 	10947 	536 	22
5561 	3743 	11895 	532 	24
5561 	6186 	11960 	553 	24
5562 	3742 	12008 	538 	24
5562 	6187 	11556 	557 	23
5563 	3742 	11929 	534 	24
5563 	6187 	12617 	573 	25
5564 	3742 	11340 	530 	23
5564 	6188 	12545 	577 	25
5565 	3741 	12971 	535 	26
5565 	6189 	11891 	543 	24
