4862 	3516 	8117 	494 	17
5003 	4169 	48492 	628 	88
5004 	4168 	54974 	650 	95
5005 	4171 	11952 	532 	24
5005 	4237 	17659 	598 	34
5006 	4174 	10280 	513 	21
5006 	4246 	13762 	577 	27
5007 	4176 	9903 	516 	20
5007 	4251 	14618 	604 	28
5008 	4177 	10663 	531 	21
5008 	4254 	15451 	613 	29
5009 	4179 	9904 	517 	20
5009 	4258 	15713 	600 	30
5010 	4180 	9918 	517 	20
5010 	4262 	15895 	629 	30
5011 	4181 	9849 	516 	20
5011 	4267 	15014 	602 	29
5012 	4183 	9410 	513 	19
5012 	4271 	14521 	588 	28
5013 	4185 	9364 	514 	19
5013 	4276 	15036 	588 	29
5014 	4185 	9774 	512 	20
5014 	4280 	14988 	599 	29
5014 	6259 	9256 	506 	19
5015 	4186 	10560 	528 	21
5015 	4285 	14663 	588 	28
5015 	6256 	11160 	545 	22
5016 	4188 	10446 	524 	21
5016 	4290 	14520 	591 	28
5016 	6253 	11448 	539 	23
5017 	4188 	12027 	541 	24
5017 	4294 	14480 	578 	28
5017 	6252 	11483 	542 	23
5018 	4190 	11435 	528 	23
5018 	4298 	16179 	600 	31
5018 	6251 	10905 	536 	22
5019 	4193 	11017 	524 	22
5019 	4301 	15235 	605 	29
5019 	6250 	11015 	537 	22
5020 	4197 	9900 	517 	20
5020 	4304 	14452 	595 	28
5020 	6249 	10405 	531 	21
5021 	4200 	9442 	515 	19
5021 	4306 	15254 	625 	29
5021 	6247 	10962 	535 	22
5022 	4202 	10322 	512 	21
5022 	4309 	14491 	607 	28
5022 	6246 	10835 	527 	22
5023 	4203 	11422 	529 	23
5023 	4311 	13940 	597 	27
5023 	6244 	12095 	564 	24
5024 	4207 	9413 	514 	19
5024 	4311 	13956 	604 	27
5024 	6243 	11582 	558 	23
5025 	4210 	9530 	517 	19
5025 	4313 	14133 	597 	27
5025 	6242 	11611 	549 	23
5026 	4212 	9709 	505 	20
5026 	4314 	14572 	621 	28
5026 	6242 	10295 	527 	21
5027 	4215 	9637 	501 	20
5027 	4315 	14190 	586 	28
5027 	6240 	10698 	524 	22
5028 	4219 	9234 	502 	19
5028 	4318 	14236 	582 	28
5028 	6239 	11269 	527 	23
5029 	4220 	9899 	514 	20
5029 	4320 	14462 	589 	28
5029 	6238 	11030 	543 	22
5030 	4221 	10092 	524 	20
5030 	4323 	14190 	599 	27
5030 	6238 	10617 	542 	21
5031 	4219 	10429 	521 	21
5031 	4326 	13983 	593 	27
5031 	6236 	10981 	541 	22
5032 	4217 	10441 	519 	21
5032 	4328 	14091 	605 	27
5032 	6235 	10964 	539 	22
5033 	4212 	11387 	523 	23
5033 	4330 	13384 	589 	26
5033 	6234 	10392 	534 	21
5034 	4210 	10440 	518 	21
5034 	4333 	13421 	586 	26
5034 	6233 	10997 	539 	22
5035 	4206 	9905 	512 	20
5035 	4335 	13276 	576 	26
5035 	6231 	11394 	535 	23
5036 	4202 	10279 	512 	21
5036 	4336 	13098 	568 	26
5036 	6230 	11421 	546 	23
5037 	4200 	9866 	514 	20
5037 	4338 	12690 	566 	25
5037 	6229 	11487 	545 	23
5038 	4199 	9588 	523 	19
5038 	4338 	15317 	670 	28
5038 	6227 	12503 	592 	24
5039 	4197 	10436 	517 	21
5039 	4339 	17241 	721 	31
5039 	6227 	11539 	548 	23
5040 	4194 	9847 	511 	20
5040 	4341 	18118 	707 	33
5040 	6226 	10914 	536 	22
5041 	4192 	9620 	526 	19
5041 	4344 	17142 	686 	31
5041 	6225 	12513 	594 	24
5042 	4189 	8904 	513 	18
5042 	4347 	15177 	620 	29
5042 	6224 	12131 	566 	24
5043 	4186 	8928 	513 	18
5043 	4350 	14759 	624 	28
5043 	6224 	11037 	544 	22
5044 	4184 	9266 	508 	19
5044 	4353 	13850 	593 	27
5044 	6222 	11337 	535 	23
5045 	4355 	14563 	613 	28
5045 	6221 	12007 	562 	24
